"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000290934","ENSG00000290934","20",35520852,35528255,-1,"lncRNA","","novel transcript"
"ENSG00000290935","ENSG00000290935","5",176143078,176155503,-1,"lncRNA","","novel transcript"
"ENSG00000290936","ENSG00000290936","3",198086060,198113332,1,"lncRNA","","novel transcript"
"ENSG00000290937","ENSG00000290937","3",198151957,198222513,1,"lncRNA","","novel transcript"
"ENSG00000290938","ENSG00000290938","9",65732511,65880076,-1,"lncRNA","","novel transcript"
"ENSG00000290939","ENSG00000290939","12",8199456,8219318,-1,"lncRNA","","novel transcript"
"ENSG00000290940","ENSG00000290940","12",8231005,8243911,-1,"lncRNA","FAM86FP","family with sequence similarity 86, member A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:653113]"
"ENSG00000290941","ENSG00000290941","2",94575976,94588263,-1,"lncRNA","","novel transcript"
"ENSG00000290942","ENSG00000290942","20",33193585,33210462,1,"lncRNA","BPIFA4P","BPI fold containing family A member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:20469]"
"ENSG00000290943","ENSG00000290943","16",14810087,14825208,-1,"lncRNA","ABCC6P2","ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]"
"ENSG00000290944","ENSG00000290944","15",82298663,82305814,1,"lncRNA","","novel transcript"
"ENSG00000290945","ENSG00000290945","15",82355047,82421820,1,"lncRNA","","novel transcript"
"ENSG00000290946","ENSG00000290946","15",82444967,82462576,1,"lncRNA","","novel transcript"
"ENSG00000290947","ENSG00000290947","15",82464708,82477258,1,"lncRNA","","novel transcript"
"ENSG00000290948","ENSG00000290948","15",82471477,82513986,-1,"lncRNA","","novel transcript"
"ENSG00000290949","ENSG00000290949","15",82514089,82526882,1,"lncRNA","GOLGA6L17P","golgin A6 family like 17, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:642402]"
"ENSG00000290950","ENSG00000290950","22",20343198,20372718,-1,"lncRNA","","novel transcript"
"ENSG00000290951","ENSG00000290951","7",75359194,75395383,1,"lncRNA","","novel transcript"
"ENSG00000290952","ENSG00000290952","10",30675368,30698463,1,"lncRNA","","novel transcript"
"ENSG00000290953","ENSG00000290953","16",31994821,31996076,1,"lncRNA","","novel transcript"
"ENSG00000290954","ENSG00000290954","Y",21394708,21404771,-1,"lncRNA","","novel transcript"
"ENSG00000290955","ENSG00000290955","X",36678678,36985693,-1,"lncRNA","","novel transcript"
"ENSG00000290956","ENSG00000290956","10",50009336,50068499,-1,"lncRNA","FAM21EP","family with sequence similarity 21, member A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100421577]"
"ENSG00000290957","ENSG00000290957","11",17013675,17053351,1,"lncRNA","","novel transcript"
"ENSG00000290959","ENSG00000290959","12",43739635,43741067,1,"lncRNA","","novel transcript"
"ENSG00000290960","ENSG00000290960","11",3379289,3411808,1,"lncRNA","","novel transcript"
"ENSG00000290961","ENSG00000290961","22",21192787,21204034,-1,"lncRNA","FAM247A","family with sequence similarity 247 member A [Source:NCBI gene (formerly Entrezgene);Acc:105372935]"
"ENSG00000290962","ENSG00000290962","11",3626438,3637677,1,"lncRNA","TRPC2","transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334]"
"ENSG00000290963","ENSG00000290963","13",63737470,63742833,1,"lncRNA","","novel transcript"
"ENSG00000290964","ENSG00000290964","13",63828773,63844125,-1,"lncRNA","","novel transcript"
"ENSG00000290965","ENSG00000290965","12",52084744,52108250,1,"lncRNA","OR7E47P","olfactory receptor family 7 subfamily E member 47 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:26628]"
"ENSG00000290966","ENSG00000290966","12",52250544,52258867,-1,"lncRNA","KRT87P","keratin 87, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:85349]"
"ENSG00000290967","ENSG00000290967","12",52344219,52354710,1,"lncRNA","","novel transcript"
"ENSG00000290968","ENSG00000290968","5",177632075,177672209,-1,"lncRNA","","novel transcript"
"ENSG00000290970","ENSG00000290970","9",66047084,66062353,-1,"lncRNA","","novel transcript"
"ENSG00000290971","ENSG00000290971","9",66109394,66179552,-1,"lncRNA","","novel transcript"
"ENSG00000290972","ENSG00000290972","9",64369394,64412691,1,"lncRNA","","novel transcript"
"ENSG00000290973","ENSG00000290973","17",27661549,27663658,-1,"lncRNA","","novel transcript"
"ENSG00000290975","ENSG00000290975","17",32106332,32114122,-1,"lncRNA","","novel transcript"
"ENSG00000290976","ENSG00000290976","17",16773345,16804499,1,"lncRNA","","novel transcript"
"ENSG00000290977","ENSG00000290977","17",16817977,16822579,-1,"lncRNA","","novel transcript"
"ENSG00000290978","ENSG00000290978","17",16829843,16840710,-1,"lncRNA","","novel transcript"
"ENSG00000290979","ENSG00000290979","17",16840738,16842511,-1,"lncRNA","","novel transcript"
"ENSG00000290980","ENSG00000290980","17",16847628,16852821,-1,"lncRNA","","novel transcript"
"ENSG00000290981","ENSG00000290981","22",20616230,20656986,-1,"lncRNA","","novel transcript"
"ENSG00000290982","ENSG00000290982","22",20690031,20691317,1,"lncRNA","","novel transcript"
"ENSG00000290983","ENSG00000290983","22",21207972,21294616,-1,"lncRNA","","novel transcript"
"ENSG00000290984","ENSG00000290984","16",32774929,32776196,1,"lncRNA","","novel transcript"
"ENSG00000290985","ENSG00000290985","16",32877469,32885142,-1,"lncRNA","SLC6A10P","solute carrier family 6 member 10, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:386757]"
"ENSG00000290987","ENSG00000290987","19",53298116,53308644,-1,"lncRNA","","novel transcript"
"ENSG00000290988","ENSG00000290988","19",37667751,37692315,-1,"lncRNA","ZNF781","zinc finger protein 781 [Source:NCBI gene (formerly Entrezgene);Acc:163115]"
"ENSG00000290989","ENSG00000290989","1",223992689,224034952,1,"lncRNA","SEPTIN7P13","septin 7 pseudogene 13 [Source:NCBI gene (formerly Entrezgene);Acc:100287497]"
"ENSG00000290990","ENSG00000290990","22",22630546,22644524,-1,"lncRNA","","novel transcript"
"ENSG00000290991","ENSG00000290991","5",151366299,151436953,-1,"lncRNA","","novel transcript"
"ENSG00000290993","ENSG00000290993","3",129333723,129399699,-1,"lncRNA","","novel transcript"
"ENSG00000290994","ENSG00000290994","11",67779600,67806483,-1,"lncRNA","","novel transcript"
"ENSG00000290995","ENSG00000290995","11",67807214,67955852,-1,"lncRNA","","novel transcript"
"ENSG00000290996","ENSG00000290996","20",31421432,31429180,-1,"lncRNA","DEFB122","defensin beta 122 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:18102]"
"ENSG00000290997","ENSG00000290997","15",30103396,30134516,1,"lncRNA","","novel transcript"
"ENSG00000290998","ENSG00000290998","7",72862757,72869091,-1,"lncRNA","","novel transcript"
"ENSG00000290999","ENSG00000290999","1",120519468,120548404,-1,"lncRNA","","novel transcript"
"ENSG00000291000","ENSG00000291000","20",45137434,45139002,-1,"lncRNA","","novel transcript"
"ENSG00000291001","ENSG00000291001","19",41602243,41605984,1,"lncRNA","","novel transcript"
"ENSG00000291002","ENSG00000291002","15",22427039,22438000,-1,"lncRNA","","novel transcript"
"ENSG00000291003","ENSG00000291003","15",22494864,22590832,1,"lncRNA","","novel transcript"
"ENSG00000291005","ENSG00000291005","1",145572345,145608551,-1,"lncRNA","NBPF25P","NBPF member 25, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101929780]"
"ENSG00000291006","ENSG00000291006","6",52664366,52669155,1,"lncRNA","","novel transcript"
"ENSG00000291007","ENSG00000291007","3",8682943,8693701,1,"lncRNA","","novel transcript"
"ENSG00000291008","ENSG00000291008","6",28091126,28093795,1,"lncRNA","","novel transcript"
"ENSG00000291009","ENSG00000291009","15",75775553,75783203,1,"lncRNA","","novel transcript"
"ENSG00000291010","ENSG00000291010","13",52167709,52194833,-1,"lncRNA","MRPS31P5","mitochondrial ribosomal protein S31 pseudogene 5 [Source:NCBI gene (formerly Entrezgene);Acc:100887750]"
"ENSG00000291012","ENSG00000291012","9",64016900,64119795,1,"lncRNA","FLJ43315","asparagine synthetase pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:644316]"
"ENSG00000291013","ENSG00000291013","2",86807521,86895042,1,"lncRNA","","novel transcript"
"ENSG00000291014","ENSG00000291014","1",86634273,86655376,1,"lncRNA","CLCA3P","chloride channel accessory 3, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:9629]"
"ENSG00000291015","ENSG00000291015","22",38335300,38398929,-1,"lncRNA","","novel transcript"
"ENSG00000291016","ENSG00000291016","Y",24209967,24214831,-1,"lncRNA","GOLGA2P2Y","GOLGA2 pseudogene 2 Y-linked [Source:HGNC Symbol;Acc:HGNC:16479]"
"ENSG00000291017","ENSG00000291017","X",71662986,71670143,-1,"lncRNA","","novel transcript"
"ENSG00000291018","ENSG00000291018","17",46266999,46267776,1,"lncRNA","","novel transcript"
"ENSG00000291019","ENSG00000291019","5",178764861,178818435,-1,"lncRNA","AACSP1","acetoacetyl-CoA synthetase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18226]"
"ENSG00000291020","ENSG00000291020","15",62245707,62248795,-1,"lncRNA","","novel transcript"
"ENSG00000291021","ENSG00000291021","7",56867762,56882443,-1,"lncRNA","","novel transcript"
"ENSG00000291022","ENSG00000291022","17",21612887,21642088,1,"lncRNA","","novel transcript"
"ENSG00000291023","ENSG00000291023","15",32406178,32434992,-1,"lncRNA","","novel transcript"
"ENSG00000291024","ENSG00000291024","2",94811046,94947341,-1,"lncRNA","","novel transcript"
"ENSG00000291027","ENSG00000291027","15",84507885,84571310,-1,"lncRNA","UBE2Q2P1","UBE2Q2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37439]"
"ENSG00000291028","ENSG00000291028","15",84570122,84592535,1,"lncRNA","LINC00933","long intergenic non-protein coding RNA 933 [Source:NCBI gene (formerly Entrezgene);Acc:100506874]"
"ENSG00000291029","ENSG00000291029","7",55678404,55689587,-1,"lncRNA","","novel transcript"
"ENSG00000291030","ENSG00000291030","17",35963488,35965472,-1,"lncRNA","","novel transcript"
"ENSG00000291031","ENSG00000291031","Y",19455431,19567280,-1,"lncRNA","BCORP1","BCL6 corepressor pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:286554]"
"ENSG00000291032","ENSG00000291032","Y",11116286,11215207,-1,"lncRNA","","novel transcript"
"ENSG00000291033","ENSG00000291033","Y",19567313,19606274,1,"lncRNA","TXLNGY","taxilin gamma Y-linked (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:246126]"
"ENSG00000291034","ENSG00000291034","Y",12088010,12431745,-1,"lncRNA","","novel transcript"
"ENSG00000291035","ENSG00000291035","22",42555212,42582039,-1,"lncRNA","RRP7BP","ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]"
"ENSG00000291036","ENSG00000291036","6",52939609,52973191,-1,"lncRNA","","novel transcript"
"ENSG00000291037","ENSG00000291037","7",5110184,5144705,-1,"lncRNA","","novel transcript"
"ENSG00000291038","ENSG00000291038","14",20427441,20447604,1,"lncRNA","","novel transcript"
"ENSG00000291039","ENSG00000291039","14",24006981,24051377,1,"lncRNA","DHRS4L1","dehydrogenase/reductase 4 like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:19732]"
"ENSG00000291040","ENSG00000291040","X",2608406,2666596,1,"lncRNA","CD99P1","CD99 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7083]"
"ENSG00000291041","ENSG00000291041","13",24924336,24968550,-1,"lncRNA","","novel transcript"
"ENSG00000291042","ENSG00000291042","3",133661898,133754576,1,"lncRNA","","novel transcript"
"ENSG00000291043","ENSG00000291043","10",73729431,73744195,1,"lncRNA","","novel transcript"
"ENSG00000291044","ENSG00000291044","22",21102861,21170655,1,"lncRNA","","novel transcript"
"ENSG00000291045","ENSG00000291045","10",5270921,5291902,-1,"lncRNA","","novel transcript"
"ENSG00000291046","ENSG00000291046","13",21298115,21532406,1,"lncRNA","","novel transcript"
"ENSG00000291047","ENSG00000291047","16",30267253,30279970,-1,"lncRNA","","novel transcript"
"ENSG00000291049","ENSG00000291049","8",8227666,8244865,1,"lncRNA","FAM86B3P","family with sequence similarity 86, member A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:286042]"
"ENSG00000291050","ENSG00000291050","21",8995098,9129773,-1,"lncRNA","TEKT4P2","tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]"
"ENSG00000291051","ENSG00000291051","16",75500171,75517392,-1,"lncRNA","","novel transcript"
"ENSG00000291052","ENSG00000291052","21",14236206,14338017,1,"lncRNA","ABCC13","ATP binding cassette subfamily C member 13 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:150000]"
"ENSG00000291053","ENSG00000291053","15",43726741,43747104,-1,"lncRNA","CATSPER2P1","CATSPER2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31054]"
"ENSG00000291054","ENSG00000291054","X",136909250,137069407,1,"lncRNA","","novel transcript"
"ENSG00000291056","ENSG00000291056","10",38383022,38402940,-1,"lncRNA","SEPTIN7P9","septin 7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30810]"
"ENSG00000291057","ENSG00000291057","16",18570871,18598328,1,"lncRNA","ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]"
"ENSG00000291060","ENSG00000291060","16",22436738,22492220,1,"lncRNA","","novel transcript"
"ENSG00000291061","ENSG00000291061","9",38426647,38543880,1,"lncRNA","","novel transcript"
"ENSG00000291062","ENSG00000291062","15",84079928,84393208,1,"lncRNA","","novel transcript"
"ENSG00000291063","ENSG00000291063","17",31008244,31093127,1,"lncRNA","","novel transcript"
"ENSG00000291064","ENSG00000291064","22",50756831,50801309,1,"lncRNA","","novel transcript"
"ENSG00000291065","ENSG00000291065","10",42192551,42368043,-1,"lncRNA","","novel transcript"
"ENSG00000291066","ENSG00000291066","16",21796004,21820656,-1,"lncRNA","","novel transcript"
"ENSG00000291067","ENSG00000291067","20",58228925,58310190,-1,"lncRNA","","novel transcript"
"ENSG00000291068","ENSG00000291068","1",223951388,223992647,-1,"lncRNA","","novel transcript"
"ENSG00000291069","ENSG00000291069","10",46786674,46815125,1,"lncRNA","BMS1P1","BMS1 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:399761]"
"ENSG00000291070","ENSG00000291070","17",42865922,42874246,1,"lncRNA","AOC4P","amine oxidase copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]"
"ENSG00000291071","ENSG00000291071","3",125915413,125944291,1,"lncRNA","FAM86JP","family with sequence similarity 86 member J, pseudogene [Source:HGNC Symbol;Acc:HGNC:44097]"
"ENSG00000291072","ENSG00000291072","1",16618253,16680618,-1,"lncRNA","","novel transcript"
"ENSG00000291073","ENSG00000291073","16",21446683,21520458,-1,"lncRNA","","novel transcript"
"ENSG00000291074","ENSG00000291074","17",20775356,20896211,-1,"lncRNA","CCDC144NL","CCDC144A N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33735]"
"ENSG00000291075","ENSG00000291075","9",40992065,41090006,1,"lncRNA","FRG1HP","FSHD region gene 1 family member H, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100132352]"
"ENSG00000291076","ENSG00000291076","3",151766699,151784945,1,"lncRNA","AADACP1","arylacetamide deacetylase pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:201651]"
"ENSG00000291077","ENSG00000291077","1",16215422,16218472,-1,"lncRNA","","novel transcript"
"ENSG00000291078","ENSG00000291078","3",10000606,10026755,-1,"lncRNA","","novel transcript"
"ENSG00000291079","ENSG00000291079","5",1541607,1634036,-1,"lncRNA","SDHAP3","SDHA pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:728609]"
"ENSG00000291080","ENSG00000291080","8",144973589,145003445,-1,"lncRNA","ZNF252P","zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:HGNC:13046]"
"ENSG00000291081","ENSG00000291081","3",130086132,130111506,-1,"lncRNA","","novel transcript"
"ENSG00000291082","ENSG00000291082","15",28589458,28685272,1,"lncRNA","HERC2P9","HERC2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]"
"ENSG00000291083","ENSG00000291083","19",40908423,40950676,1,"lncRNA","CYP2B7P","cytochrome P450 family 2 subfamily B member 7, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:1556]"
"ENSG00000291084","ENSG00000291084","17",6853861,6954107,1,"lncRNA","ALOX12P2","arachidonate 12-lipoxygenase pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:245]"
"ENSG00000291085","ENSG00000291085","22",20701114,20704617,1,"lncRNA","TMEM191A","transmembrane protein 191A (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:84222]"
"ENSG00000291086","ENSG00000291086","19",39671807,39696913,1,"lncRNA","LGALS17A","galectin 14 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:400696]"
"ENSG00000291087","ENSG00000291087","22",25448053,25540803,1,"lncRNA","CRYBB2P1","crystallin beta B2 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:1416]"
"ENSG00000291088","ENSG00000291088","17",38153226,38265881,-1,"lncRNA","NPEPPSP1","NPEPPS pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:440434]"
"ENSG00000291089","ENSG00000291089","19",37817265,37884841,1,"lncRNA","","novel transcript"
"ENSG00000291091","ENSG00000291091","3",197556724,197627930,-1,"lncRNA","","novel transcript"
"ENSG00000291092","ENSG00000291092","7",75490413,75528172,-1,"lncRNA","PMS2P3","PMS1 homolog 2, mismatch repair system component pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9128]"
"ENSG00000291093","ENSG00000291093","10",29409402,29561881,1,"lncRNA","SVIL-AS1","SVIL antisense RNA 1 [Source:NCBI gene (formerly Entrezgene);Acc:102724316]"
"ENSG00000291094","ENSG00000291094","9",112957722,113012230,-1,"lncRNA","","novel transcript"
"ENSG00000291095","ENSG00000291095","16",56643436,56647419,1,"lncRNA","","novel transcript"
"ENSG00000291096","ENSG00000291096","3",125927859,125990971,-1,"lncRNA","","novel transcript"
"ENSG00000291097","ENSG00000291097","6",30259548,30293016,1,"lncRNA","HLA-L","major histocompatibility complex, class I, L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4970]"
"ENSG00000291098","ENSG00000291098","12",31131455,31135627,-1,"lncRNA","","novel transcript"
"ENSG00000291099","ENSG00000291099","7",5823101,5854444,1,"lncRNA","","novel transcript"
"ENSG00000291100","ENSG00000291100","20",28559376,28603092,-1,"lncRNA","","novel transcript"
"ENSG00000291101","ENSG00000291101","19",12194974,12260573,1,"lncRNA","","novel transcript"
"ENSG00000291102","ENSG00000291102","5",21341811,21779522,1,"lncRNA","GUSBP1","GUSB pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:728411]"
"ENSG00000291103","ENSG00000291103","16",53351433,53373387,-1,"lncRNA","","novel transcript"
"ENSG00000291104","ENSG00000291104","6",26421391,26432383,1,"lncRNA","BTN2A3P","butyrophilin subfamily 2 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13229]"
"ENSG00000291105","ENSG00000291105","16",56616752,56618834,1,"lncRNA","","novel transcript"
"ENSG00000291106","ENSG00000291106","3",183447569,183456017,1,"lncRNA","SNHG33","small nucleolar RNA host gene 33 [Source:HGNC Symbol;Acc:HGNC:48575]"
"ENSG00000291108","ENSG00000291108","11",50258251,50298564,-1,"lncRNA","SEPTIN7P11","septin 7 pseudogene 11 [Source:NCBI gene (formerly Entrezgene);Acc:441601]"
